"","desert","scrubland","grassland","pineoak","subalpine"
"1",11.4166666666667,4,6.5,0.25,0.208333333333333
"2",9.95833333333333,4.33333333333333,9,0.0416666666666667,0.125
"3",9.375,5.25,7.91666666666667,-0.166666666666667,0.125
"4",9.66666666666667,9.29166666666667,8.625,2,0.333333333333333
"5",13.9166666666667,10.0416666666667,12.5833333333333,5.20833333333333,0.791666666666667
"6",12.1666666666667,4.33333333333333,8.75,1.625,-0.458333333333333
"7",11.125,6.91666666666667,11.0416666666667,4.66666666666667,1.54166666666667
"8",12.6666666666667,11.625,11.9166666666667,7.20833333333333,3.70833333333333
"9",13.3333333333333,9.79166666666667,13.1666666666667,4.08333333333333,1.95833333333333
"10",11.9583333333333,6.875,10.875,2.25,0.958333333333333
"11",13.9166666666667,8.08333333333333,11.5,3.33333333333333,0
"12",12.5,5.54166666666667,10.5416666666667,0.708333333333333,-0.708333333333333
"13",9.91666666666667,4.45833333333333,10.2916666666667,0.0416666666666667,-0.0833333333333333
"14",14.0416666666667,7.20833333333333,9.25,0.458333333333333,0
"15",12.1666666666667,4.70833333333333,9.5,0.208333333333333,0
"16",11.6666666666667,4.04166666666667,8.29166666666667,0.416666666666667,0
"17",12.125,3.08333333333333,6.91666666666667,-0.25,-0.0416666666666667
"18",12.3333333333333,6.04166666666667,8.25,0.875,0.125
"19",10.5833333333333,7,11.8333333333333,0.375,0.166666666666667
"20",10.1666666666667,3.70833333333333,9.70833333333333,-0.333333333333333,0.0833333333333333
"21",10.75,3.70833333333333,8.66666666666667,-0.25,0
"22",10,4.95833333333333,10,-0.291666666666667,0
"23",8.66666666666667,1.91666666666667,8.33333333333333,-0.416666666666667,0
"24",7.58333333333333,1.04166666666667,6.08333333333333,-0.25,0
"25",8.83333333333333,0.458333333333333,5.41666666666667,-0.25,0
"26",9.5,1.125,6.125,-0.25,0
"27",8.45833333333333,1.66666666666667,7.75,-0.291666666666667,0
"28",12.7916666666667,3.83333333333333,10.0833333333333,-0.25,0
"29",15.5,6.66666666666667,12.0833333333333,-0.208333333333333,0
"30",16.4583333333333,6,9.91666666666667,-0.208333333333333,0
"31",16.2083333333333,5.79166666666667,7.875,-0.125,0
"32",14.5833333333333,8.875,7.45833333333333,-0.125,0
"33",13.125,9.70833333333333,8.45833333333333,-0.208333333333333,0
"34",16.6666666666667,10.125,11.6666666666667,-0.0833333333333333,0
"35",15.5,7.5,12.1666666666667,0.25,0
"36",15.125,6.58333333333333,10.5416666666667,1,0
"37",16,7.58333333333333,12.7916666666667,1.70833333333333,0
"38",17.7083333333333,9.08333333333333,14.125,4.58333333333333,0
